enrollment_id,student_id,student_name,student_age,student_gender,student_level,student_program,GPA,is_employed,total_failed_subjects,discipline_score,analytical_score,practical_score,avg_screen_hours,course_id,course_name,course_category,course_level,course_difficulty,course_credit_hours,is_required,professor_id,professor_name,professor_program,professor_academic_rank,professor_specialization,professor_avg_teaching_score,professor_avg_pass_percentage,student_attendance_percentage_subject,weekly_avg_study_hours_subject,academic_year,subject_score
35684,420,Walid Abdallah,20,Male,3,Statistics and Computer Science,2.13,0,1,4,2,4,5.3,M345,Operating Systems,Computer Science,3,3,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,50,0.1,2025,83
35685,420,Walid Abdallah,20,Male,3,Statistics and Computer Science,2.13,0,1,4,2,4,5.3,M343,Artificial Intelligence,Computer Science,3,3,2,Required,27,Abdelrahman Karawya,Mathematics,Professor,Computer Science,7,77,49,0.1,2025,80
35686,420,Walid Abdallah,20,Male,3,Statistics and Computer Science,2.13,0,1,4,2,4,5.3,M344,Structured Programming,Computer Science,3,2,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,48,0.1,2025,84
35687,420,Walid Abdallah,20,Male,3,Statistics and Computer Science,2.13,0,1,4,2,4,5.3,M336,Data Analysis Using Statistical Software,Computer Science,3,2,2,Optional,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,49,0.1,2025,85
35688,420,Walid Abdallah,20,Male,3,Statistics and Computer Science,2.13,0,1,4,2,4,5.3,M348,Selected Topics in Computing,Computer Science,3,2,2,Optional,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,49,0.1,2025,85
35689,420,Walid Abdallah,21,Male,4,Statistics and Computer Science,2.61,0,1,4,2,4,5.3,M431,Analysis of Variance,Statistics,4,3,3,Required,18,Shimaa Abu Elgoud,Statistics and Computer Science,Assistant Professor,Statistics,6,96,49,0.2,2026,96
35690,420,Walid Abdallah,21,Male,4,Statistics and Computer Science,2.61,0,1,4,2,4,5.3,M432,Stochastic Processes,Statistics,4,3,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,52,0.4,2026,91
35691,420,Walid Abdallah,21,Male,4,Statistics and Computer Science,2.61,0,1,4,2,4,5.3,M441,Software Engineering,Computer Science,4,3,2,Required,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,50,0.1,2026,93
35692,420,Walid Abdallah,21,Male,4,Statistics and Computer Science,2.61,0,1,4,2,4,5.3,M442,Neural Networks,Computer Science,4,3,2,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,51,0.3,2026,93
35693,420,Walid Abdallah,21,Male,4,Statistics and Computer Science,2.61,0,1,4,2,4,5.3,M433,Non-Parametric Statistics,Statistics,4,3,2,Optional,31,Beh Elsayed,Statistics and Computer Science,Professor,Statistics,7,67,54,0.6,2026,86
35694,420,Walid Abdallah,21,Male,4,Statistics and Computer Science,2.61,0,1,4,2,4,5.3,M443,Expert Systems,Computer Science,4,3,2,Optional,27,Abdelrahman Karawya,Mathematics,Professor,Computer Science,7,77,53,0.5,2026,90
35695,420,Walid Abdallah,21,Male,4,Statistics and Computer Science,2.61,0,1,4,2,4,5.3,M434,Regression Analysis,Statistics,4,3,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,51,0.4,2026,90
35696,420,Walid Abdallah,21,Male,4,Statistics and Computer Science,2.61,0,1,4,2,4,5.3,M435,Reliability Theory,Statistics,4,3,2,Required,11,Nora Nader,Statistics and Computer Science,Assistant Professor,Statistics,5,85,44,0.1,2026,93
35697,420,Walid Abdallah,21,Male,4,Statistics and Computer Science,2.61,0,1,4,2,4,5.3,M444,Computer Graphics Systems,Computer Science,4,1,3,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,53,0.3,2026,84
35698,420,Walid Abdallah,21,Male,4,Statistics and Computer Science,2.61,0,1,4,2,4,5.3,M445,Algorithm Design and Analysis,Computer Science,4,3,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,50,0.4,2026,94
35699,420,Walid Abdallah,21,Male,4,Statistics and Computer Science,2.61,0,1,4,2,4,5.3,M436,Time Series and Forecasting,Statistics,4,3,2,Optional,31,Beh Elsayed,Statistics and Computer Science,Professor,Statistics,7,67,52,0.5,2026,86
35700,420,Walid Abdallah,21,Male,4,Statistics and Computer Science,2.61,0,1,4,2,4,5.3,M446,Image Processing,Computer Science,4,2,2,Optional,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,51,0.1,2026,94
35701,421,Wafaa Hassan,18,Female,1,Statistics and Computer Science,2.96,0,0,9,4,4,3.3,M111,Calculus 1,Pure Mathematics,1,1,3,Required,29,Hala Mahmoud,Mathematics,Associate Professor,Pure Mathematics,6,85,100,1.7,2024,84
35702,421,Wafaa Hassan,18,Female,1,Statistics and Computer Science,2.96,0,0,9,4,4,3.3,M121,Mechanics 1,Applied Mathematics,1,2,3,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,100,2.2,2024,79
35703,421,Wafaa Hassan,18,Female,1,Statistics and Computer Science,2.96,0,0,9,4,4,3.3,P101,Properties of Heat and Matter,Physics,1,2,3,Required,42,Ehab Salim,Physics,Assistant Professor,Physics,9,67,100,2.5,2024,77
35704,421,Wafaa Hassan,18,Female,1,Statistics and Computer Science,2.96,0,0,9,4,4,3.3,P102,"Electricity, Magnetism and Light",Physics,1,2,3,Required,39,Mohamed Mkhemar,Physics,Assistant Professor,Physics,2,79,100,2.1,2024,80
35705,421,Wafaa Hassan,18,Female,1,Statistics and Computer Science,2.96,0,0,9,4,4,3.3,C102,General Chemistry 2,Chemistry,1,1,3,Required,35,Gamela Badr,Chemistry,Associate Professor,Chemistry,3,74,100,1.9,2024,80
35706,421,Wafaa Hassan,18,Female,1,Statistics and Computer Science,2.96,0,0,9,4,4,3.3,G101,Human Rights and Anti-Corruption,General Science,1,1,2,Required,35,Gamela Badr,Chemistry,Associate Professor,Chemistry,3,74,100,1.8,2024,78
35707,421,Wafaa Hassan,18,Female,1,Statistics and Computer Science,2.96,0,0,9,4,4,3.3,M112,Algebra and Geometry,Pure Mathematics,1,2,3,Required,4,Tamer Elazab,Mathematics,Associate Professor,Pure Mathematics,7,59,100,2.6,2024,73
35708,421,Wafaa Hassan,18,Female,1,Statistics and Computer Science,2.96,0,0,9,4,4,3.3,M113,Calculus 2,Pure Mathematics,1,2,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,100,2.7,2024,71
35709,421,Wafaa Hassan,18,Female,1,Statistics and Computer Science,2.96,0,0,9,4,4,3.3,M122,Mechanics 2,Applied Mathematics,1,2,3,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,100,2.2,2024,80
35710,421,Wafaa Hassan,18,Female,1,Statistics and Computer Science,2.96,0,0,9,4,4,3.3,P103,Electrical Circuits,Physics,1,2,3,Required,38,Attia kasem,Physics,Associate Professor,Physics,5,67,100,2.3,2024,76
35711,421,Wafaa Hassan,18,Female,1,Statistics and Computer Science,2.96,0,0,9,4,4,3.3,C101,General Chemistry 1,Chemistry,1,1,3,Required,34,Maha Wahba,Chemistry,Assistant Professor,Chemistry,8,78,100,1.9,2024,81
35712,421,Wafaa Hassan,18,Female,1,Statistics and Computer Science,2.96,0,0,9,4,4,3.3,G102,Introduction to Computer Science,Computer Science,1,1,2,Required,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,100,1.7,2024,84
35713,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M212,Abstract Algebra 1,Pure Mathematics,2,4,3,Required,9,Safi Saber,Mathematics,Assistant Professor,Pure Mathematics,8,79,100,3,2025,84
35714,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M214,Differential Equations 1,Pure Mathematics,2,3,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,100,3.2,2025,76
35715,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M216,Advanced Calculus,Pure Mathematics,2,3,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,100,2.9,2025,80
35716,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M221,Mechanics 3,Applied Mathematics,2,3,3,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,100,2.8,2025,86
35717,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M231,Introduction to Statistics and Probability,Statistics,2,2,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,100,2.2,2025,87
35718,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,G201,Scientific Terminology in English,General Science,2,1,2,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,100,2,2025,86
35719,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M211,Real Analysis,Pure Mathematics,2,4,3,Required,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,100,2.8,2025,82
35720,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M215,Linear Algebra 1,Pure Mathematics,2,2,3,Required,9,Safi Saber,Mathematics,Assistant Professor,Pure Mathematics,8,79,100,2.3,2025,84
35721,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M218,Analytical Geometry,Pure Mathematics,2,2,3,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,100,2.5,2025,84
35722,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M223,Mechanics 4,Applied Mathematics,2,3,3,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,100,3,2025,80
35723,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,P222,Fundamentals of Electromagnetic Theory,Physics,2,4,2,Required,38,Attia kasem,Physics,Associate Professor,Physics,5,67,100,3.1,2025,82
35724,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M217,Introduction to Logic,Pure Mathematics,2,2,2,Optional,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,100,2.5,2025,83
35725,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,G202,Cultural Studies,General Science,2,1,2,Optional,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,100,1.9,2025,86
35726,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M311,Measure Theory,Pure Mathematics,3,4,2,Required,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,100,3.7,2026,85
35727,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M312,Complex Analysis 1,Pure Mathematics,3,3,3,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,100,3,2026,91
35728,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M313,Numerical Analysis 1,Pure Mathematics,3,2,3,Required,26,Fadia Samoel,Mathematics,Assistant Professor,Pure Mathematics,4,62,100,2.8,2026,88
35729,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M316,Topology 1,Pure Mathematics,3,4,2,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,100,3.8,2026,84
35730,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M326,Analytical Mechanics,Applied Mathematics,3,3,3,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,100,3.1,2026,87
35731,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M335,Differential Equations 2,Pure Mathematics,3,3,2,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,100,2.8,2026,90
35732,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M319,Number Theory,Pure Mathematics,3,3,2,Optional,29,Hala Mahmoud,Mathematics,Associate Professor,Pure Mathematics,6,85,100,2.7,2026,93
35733,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M315,Abstract Algebra 2,Pure Mathematics,3,3,3,Required,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,100,2.9,2026,89
35734,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M318,Integral Equations,Pure Mathematics,3,3,2,Required,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,100,2.5,2026,94
35735,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M321,Electrodynamics,Applied Mathematics,3,3,2,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,100,3,2026,88
35736,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M322,Theory of Elasticity 1,Applied Mathematics,3,3,2,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,100,3.1,2026,86
35737,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M317,Special Functions,Pure Mathematics,3,2,3,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,100,2.6,2026,91
35738,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M333,Statistical Theory,Statistics,3,3,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,100,2.9,2026,90
35739,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M310,Linear Algebra 2,Pure Mathematics,3,3,2,Optional,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,100,3.5,2026,81
35740,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M328,Statistical Mechanics,Applied Mathematics,3,3,2,Optional,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,100,3.1,2026,85
35741,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M411,Theory of Differential Equations,Pure Mathematics,4,4,2,Required,26,Fadia Samoel,Mathematics,Assistant Professor,Pure Mathematics,4,62,100,3.4,2026,86
35742,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M413,Numerical Analysis 2,Pure Mathematics,4,2,3,Required,5,Adel Bahy,Mathematics,Associate Professor,Pure Mathematics,6,78,100,2.4,2026,94
35743,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M415,Lie Algebra,Pure Mathematics,4,3,2,Required,4,Tamer Elazab,Mathematics,Associate Professor,Pure Mathematics,7,59,100,3,2026,84
35744,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M416,Differential Geometry,Pure Mathematics,4,3,3,Required,30,Tarek Fawzy,Mathematics,Associate Professor,Pure Mathematics,6,82,100,2.7,2026,93
35745,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M421,Operations Research,Pure Mathematics,4,2,3,Required,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,100,2.5,2026,92
35746,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M423,Quantum Mechanics,Applied Mathematics,4,4,2,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,100,3.5,2026,85
35747,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M418,Network Theory,Pure Mathematics,4,3,2,Optional,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,100,2.4,2026,93
35748,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M419,Topology 2,Pure Mathematics,4,4,2,Optional,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,100,3.4,2026,86
35749,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M414,Functional Analysis,Pure Mathematics,4,4,3,Required,28,Hanan Darwish,Mathematics,Professor,Pure Mathematics,6,93,100,2.9,2026,96
35750,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M422,General Relativity,Applied Mathematics,4,4,2,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,100,3.5,2026,86
35751,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M424,Advanced Mechanics,Applied Mathematics,4,4,2,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,100,3.5,2026,87
35752,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M425,Hydrodynamics,Applied Mathematics,4,4,3,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,100,3.5,2026,85
35753,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M429,Partial Differential Equations,Pure Mathematics,4,3,2,Required,4,Tamer Elazab,Mathematics,Associate Professor,Pure Mathematics,7,59,100,3.3,2026,87
35754,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M412,Graph Theory,Pure Mathematics,4,3,2,Optional,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,100,2.7,2026,93
35755,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M426,Modeling and Simulation,Pure Mathematics,4,2,2,Optional,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,100,2.6,2026,89
35756,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M241,Computer Organization and Assembly Language,Computer Science,2,2,3,Required,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,100,2.2,2025,86
35757,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M219,Discrete Mathematics,Pure Mathematics,2,2,2,Required,9,Safi Saber,Mathematics,Assistant Professor,Pure Mathematics,8,79,100,2.3,2025,86
35758,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M232,Probability Theory 1,Statistics,2,2,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,100,2.2,2025,86
35759,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M242,Computer Algebra Systems,Computer Science,2,2,2,Optional,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,100,2.3,2025,85
35760,421,Wafaa Hassan,19,Female,2,Statistics and Computer Science,3.25,0,0,9,4,4,3.3,M243,Computer Network Theory,Computer Science,2,2,2,Optional,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,100,2.3,2025,90
35761,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M331,Probability Theory 2,Statistics,3,3,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,100,2.9,2026,92
35762,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M334,Sampling Distributions and Methods,Statistics,3,3,2,Required,19,Faten Sheha,Statistics and Computer Science,Associate Professor,Statistics,7,82,100,2.6,2026,93
35763,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M341,Data Structures,Computer Science,3,3,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,100,2.7,2026,94
35764,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M342,Database Systems,Computer Science,3,2,2,Required,11,Nora Nader,Statistics and Computer Science,Assistant Professor,Statistics,5,85,100,2.4,2026,93
35765,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M338,Order Statistics,Statistics,3,2,2,Optional,17,Rabab Sabry,Statistics and Computer Science,Assistant Professor,Statistics,8,79,100,2.5,2026,93
35766,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M346,Systems Analysis and Design,Computer Science,3,2,2,Optional,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,100,2.2,2026,95
35767,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M332,Estimation Theory,Statistics,3,3,2,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,100,2.7,2026,91
35768,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M337,Hypothesis Testing,Statistics,3,3,2,Required,18,Shimaa Abu Elgoud,Statistics and Computer Science,Assistant Professor,Statistics,6,96,100,2.3,2026,97
35769,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M345,Operating Systems,Computer Science,3,3,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,100,2.6,2026,91
35770,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M343,Artificial Intelligence,Computer Science,3,3,2,Required,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,100,2.4,2026,96
35771,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M344,Structured Programming,Computer Science,3,2,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,100,2.2,2026,95
35772,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M336,Data Analysis Using Statistical Software,Computer Science,3,2,2,Optional,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,100,2.3,2026,96
35773,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M348,Selected Topics in Computing,Computer Science,3,2,2,Optional,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,100,2.2,2026,95
35774,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M431,Analysis of Variance,Statistics,4,3,3,Required,18,Shimaa Abu Elgoud,Statistics and Computer Science,Assistant Professor,Statistics,6,96,100,2.5,2026,98
35775,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M432,Stochastic Processes,Statistics,4,3,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,100,2.8,2026,90
35776,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M441,Software Engineering,Computer Science,4,3,2,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,100,3.2,2026,84
35777,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M442,Neural Networks,Computer Science,4,3,2,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,100,2.5,2026,94
35778,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M433,Non-Parametric Statistics,Statistics,4,3,2,Optional,31,Beh Elsayed,Statistics and Computer Science,Professor,Statistics,7,67,100,3,2026,88
35779,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M443,Expert Systems,Computer Science,4,3,2,Optional,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,100,2.7,2026,93
35780,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M434,Regression Analysis,Statistics,4,3,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,100,2.7,2026,93
35781,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M435,Reliability Theory,Statistics,4,3,2,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,100,2.8,2026,90
35782,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M444,Computer Graphics Systems,Computer Science,4,1,3,Required,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,100,1.9,2026,97
35783,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M445,Algorithm Design and Analysis,Computer Science,4,3,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,100,2.6,2026,92
35784,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M436,Time Series and Forecasting,Statistics,4,3,2,Optional,19,Faten Sheha,Statistics and Computer Science,Associate Professor,Statistics,7,82,100,2.8,2026,95
35785,421,Wafaa Hassan,20,Female,3,Statistics and Computer Science,3.54,0,0,9,4,4,3.3,M446,Image Processing,Computer Science,4,2,2,Optional,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,100,2.3,2026,97
35786,422,Rania Fouad,18,Female,1,Mathematics,2.3,0,0,7,6,5,6.6,M111,Calculus 1,Pure Mathematics,1,1,3,Required,30,Tarek Fawzy,Mathematics,Associate Professor,Pure Mathematics,6,82,86,0.1,2025,73
35787,422,Rania Fouad,18,Female,1,Mathematics,2.3,0,0,7,6,5,6.6,M121,Mechanics 1,Applied Mathematics,1,2,3,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,88,0.1,2025,72
35788,422,Rania Fouad,18,Female,1,Mathematics,2.3,0,0,7,6,5,6.6,P101,Properties of Heat and Matter,Physics,1,2,3,Required,43,Mohamed Tawfik,Physics,Professor,Physics,7,61,86,0.3,2025,66
35789,422,Rania Fouad,18,Female,1,Mathematics,2.3,0,0,7,6,5,6.6,P102,"Electricity, Magnetism and Light",Physics,1,2,3,Required,32,Nermeen Ali,Physics,Assistant Professor,Physics,6,68,87,0.1,2025,67
35790,422,Rania Fouad,18,Female,1,Mathematics,2.3,0,0,7,6,5,6.6,C102,General Chemistry 2,Chemistry,1,1,3,Required,41,Om Ali Yousef,Chemistry,Professor,Chemistry,4,68,86,0.1,2025,68
35791,422,Rania Fouad,18,Female,1,Mathematics,2.3,0,0,7,6,5,6.6,G101,Human Rights and Anti-Corruption,General Science,1,1,2,Required,37,Ebrahim Elkamash,Physics,Assistant Professor,Physics,8,70,85,0.1,2025,70
